ID;Simulation ID;Run;Iteration;Activity;Timestamp (sec);Duration(sec);Type;Cause ID;Result ID;Attributes
83;sim_1747527600000;3;66;Стеллаж 1 намочен спринклером — товар испорчен (М2);108.64;;object;;;"{""impactCode"": ""М2"", ""impactType"": ""climatic"", ""factor"": ""water_damage"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""damageCause"": ""water"", ""description"": ""Товар намочен — временная потеря потребительских свойств, восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": true, ""status"": ""damaged"", ""currentDamage"": 8.0}}"
84;sim_1747527600000;3;64;Температура воздуха в зоне: критический уровень (Т2);100.64;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 207, ""zone"": ""main_warehouse"", ""description"": ""Пребывание людей без защиты невозможно — временная потеря функциональности зоны""}"
85;sim_1747527600000;3;68;Концентрация CO: опасный уровень (Х2);106.64;;event;;;"{""impactCode"": ""Х2"", ""impactType"": ""chemical"", ""factor"": ""CO"", ""CO_ppm"": 339, ""CO2_ppm"": 6519, ""description"": ""CO превышает 200 ppm — временная потеря работоспособности персонала без СИЗОД""}"
86;sim_1747527600000;3;61;Вентиляция отключилась при 162°C (Т2);98.64;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""objectId"": ""object_1779051672543"", ""objectType"": ""smoke_detector"", ""temperature_C"": 162, ""description"": ""Временная потеря функции вентиляции — восстановление после охлаждения"", ""objectProperties"": {""status"": ""damaged"", ""isOn"": false, ""temperature"": 162}}"
87;sim_1747527600000;3;91;Система автотушения активирована;198.64;;event;;;"{""sourceNodeId"": ""node_1779052282008""}"
88;sim_1747527600000;3;92;Локализация пожара;198.64;600.0;action;;;"{""nodeId"": ""node_1779052518161"", ""responsible"": ""Инженер по безопасности"", ""parallel"": true}"
89;sim_1747527600000;3;106;Температура в зоне снижается (Т1);289.64;;event;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 89, ""zone"": ""main_warehouse"", ""description"": ""Спринклеры подавили горение — характеристики зоны восстанавливаются""}"
90;sim_1747527600000;3;96;Контроль ликвидации пожара;209.64;660.0;action;;;"{""nodeId"": ""node_1779052723979"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
91;sim_1747527600000;3;186;Полная ликвидация пожара;869.64;;event;;;"{""sourceNodeId"": ""node_1779052518161"", ""outcome"": ""success""}"
92;sim_1747527600000;3;188;Фиксация нанесенного ущерба;871.64;180.0;action;;;"{""nodeId"": ""node_1779053495479"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
93;sim_1747527600000;3;206;Завершение запуска #3;1051.64;;system;;;"{""runNumber"": 3, ""outcome"": ""success"", ""strategy"": ""auto"", ""totalTimeSec"": 1051.6, ""impactSummary"": {""T1_zones"": 1, ""T2_shelves_fire"": 1, ""T2_shelves_water"": 1, ""T3_shelves_fire"": 0, ""K2_shelves_water"": 1, ""X2_CO_peak"": true, ""X3_flammable"": false}, ""maxDamageLevel"": ""Т2"", ""humidity"": 44, ""temperature"": 18, ""sprinklersActivated"": 4}"
94;sim_1747527600000;4;0;Запуск #4;0.0;;system;;;"{""runNumber"": 4, ""strategy"": ""extinguisher"", ""humidity"": 36, ""temperature"": 22}"
95;sim_1747527600000;4;6;Задымление: начальный уровень (Т1);11.93;;event;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""smoke"", ""smokeDensity_pct"": 10.5, ""CO2_ppm"": 865, ""CO_ppm"": 9, ""description"": ""Эксплуатационные характеристики помещения сохраняются"", ""objectId"": ""object_1779051672543"", ""objectLabel"": ""Датчик дыма""}"
96;sim_1747527600000;4;7;Датчик дыма: возгорание обнаружено;16.66;;event;;;"{""impactCode"": ""Т1"", ""objectId"": ""object_1779051672543"", ""label"": ""Датчик дыма"", ""isActive"": true, ""smokeDensity_pct"": 14, ""CO2_ppm"": 950}"
97;sim_1747527600000;4;7;Мониторинг работы склада;17.16;15.0;action;;;"{""nodeId"": ""node_detect"", ""responsible"": ""Дежурный охранник"", ""parallel"": false, ""resultEventId"": 98}"
98;sim_1747527600000;4;8;Возгорание обнаружено;32.16;;event;;;"{""sourceNodeId"": ""node_detect"", ""resultEventId"": 98}"
99;sim_1747527600000;4;14;Задымление: критический уровень (Т2);42.16;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""smoke"", ""smokeDensity_pct"": 53.0, ""CO2_ppm"": 3615, ""CO_ppm"": 87, ""visibility_m"": 2.0, ""description"": ""Видимость снижена, персонал временно теряет ориентацию — эвакуация затруднена""}"
100;sim_1747527600000;4;11;Стеллаж 2 в зоне воздействия огня (Т1);40.16;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""intensity"": 1, ""temperature_C"": 55, ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
101;sim_1747527600000;4;9;Оповещение и эвакуация персонала;33.16;240.0;action;;102;"{""nodeId"": ""node_1779051773013"", ""responsible"": ""Дежурный охранник"", ""parallel"": true, ""resultEventId"": 102}"
102;sim_1747527600000;4;41;Персонал эвакуирован;273.16;;event;101;;"{""sourceNodeId"": ""node_1779051773013""}"
103;sim_1747527600000;4;16;Химическое воздействие продуктов горения (Х1);50.16;;event;;;"{""impactCode"": ""Х1"", ""impactType"": ""chemical"", ""factor"": ""combustion_products"", ""CO_ppm"": 32, ""CO2_ppm"": 2158, ""NOx_ppm"": 1, ""description"": ""Концентрация ниже опасного порога (CO<50 ppm). Характеристики сохраняются""}"
104;sim_1747527600000;4;18;Стеллаж 1 повреждён (Т2) — термическое воздействие;57.16;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 142, ""description"": ""Товар частично деформирован, восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 5.5}}"
105;sim_1747527600000;4;10;Оценка пожара: риск распространения;35.16;45.0;action;;;"{""nodeId"": ""node_1779052090057"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
106;sim_1747527600000;4;51;Подготовка персонала к тушению;80.16;180.0;decision;;;"{""nodeId"": ""node_1779052868364"", ""responsible"": ""Начальник смены"", ""parallel"": false, ""decisionNodeName"": ""Оценка пожара: риск распространения""}"
107;sim_1747527600000;4;26;Стеллаж 2 в зоне воздействия огня (Т1);90.16;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""temperature_C"": 55, ""intensity"": 2, ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
108;sim_1747527600000;4;34;Стеллаж 3 в зоне воздействия огня (Т1);102.16;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672253543"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 3"", ""position"": {""x"": 430, ""y"": 580}, ""temperature_C"": 65, ""intensity"": 2, ""objectProperties"": {""material"": ""flammable"", ""load"": 80, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
109;sim_1747527600000;4;41;Температура воздуха: критический уровень (Т2);98.16;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 201, ""zone"": ""main_warehouse"", ""description"": ""Пребывание без защиты невозможно""}"
110;sim_1747527600000;4;44;Концентрация CO: опасный уровень (Х2);102.16;;event;;;"{""impactCode"": ""Х2"", ""impactType"": ""chemical"", ""factor"": ""CO"", ""CO_ppm"": 165, ""description"": ""CO превышает 150 ppm — временная потеря работоспособности без СИЗОД""}"
111;sim_1747527600000;4;41;Стеллаж 1 повреждён (Т2), температура 110°C;100.16;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 110, ""damageCause"": ""fire"", ""description"": ""Товар деформирован — восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 6.0}}"
112;sim_1747527600000;4;46;Стеллаж 2 повреждён (Т2), температура 135°C;110.16;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""temperature_C"": 135, ""damageCause"": ""fire"", ""description"": ""Товар деформирован — восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 9.0}}"
113;sim_1747527600000;4;51;Стеллаж 3 повреждён (Т2), температура 160°C;120.16;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672253543"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 3"", ""position"": {""x"": 430, ""y"": 580}, ""temperature_C"": 160, ""damageCause"": ""fire"", ""description"": ""Товар деформирован — восстановление возможно"", ""objectProperties"": {""material"": ""flammable"", ""load"": 80, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 12.0}}"
114;sim_1747527600000;4;61;Стеллаж 1 разрушен (Т3/М3), температура 291°C;125.16;;object;;;"{""impactCode"": ""Т3/М3"", ""impactType"": ""thermal+mechanical"", ""factor"": ""fire_collapse"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 291, ""damageCause"": ""fire"", ""description"": ""Конструкция стеллажа обрушилась — необратимое разрушение"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""destroyed"", ""currentDamage"": 100.0}}"
115;sim_1747527600000;4;84;Персонал получил огнетушители и приблизился к очагу;260.16;;event;;;"{""sourceNodeId"": ""node_1779052868364""}"
116;sim_1747527600000;4;85;Тушение пожара огнетушителями;261.16;420.0;action;;[117,118,119,120,121];"{""nodeId"": ""node_1779053071950"", ""responsible"": """", ""parallel"": true}"
117;sim_1747527600000;4;86;Огнетушитель 1 активирован;261.16;;object;116;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1778672403740"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 1"", ""position"": {""x"": 341, ""y"": 767}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
118;sim_1747527600000;4;87;Огнетушитель 2 активирован;264.16;;object;116;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051051281"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 2"", ""position"": {""x"": 399, ""y"": 602}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
119;sim_1747527600000;4;88;Огнетушитель 3 активирован;267.16;;object;116;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051072480"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 3"", ""position"": {""x"": 508, ""y"": 512}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
120;sim_1747527600000;4;89;Огнетушитель 4 активирован;270.16;;object;116;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051087814"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 4"", ""position"": {""x"": 688, ""y"": 507}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
121;sim_1747527600000;4;90;Огнетушитель 5 активирован;273.16;;object;116;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""suppression"", ""objectId"": ""object_1779051101647"", ""objectType"": ""extinguisher"", ""label"": ""Огнетушитель 5"", ""position"": {""x"": 705, ""y"": 674}, ""objectProperties"": {""isActive"": true, ""status"": ""safe"", ""suppressionRate"": 5}}"
122;sim_1747527600000;4;156;Температура в зоне снижается (Т1);561.16;;event;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 50, ""zone"": ""main_warehouse"", ""description"": ""Пожарные подавили горение — характеристики зоны восстанавливаются""}"
123;sim_1747527600000;4;166;Полная ликвидация пожара;681.16;;event;;;"{""sourceNodeId"": ""node_1779053071950"", ""outcome"": ""success""}"
124;sim_1747527600000;4;168;Контроль ликвидации пожара;683.16;540.0;action;;;"{""nodeId"": ""node_1779053385727"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
125;sim_1747527600000;4;236;Фиксация нанесенного ущерба;1223.16;180.0;action;;;"{""nodeId"": ""node_1779053507962"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
126;sim_1747527600000;4;256;Завершение запуска #4;1403.16;;system;;;"{""runNumber"": 4, ""outcome"": ""success"", ""strategy"": ""extinguisher"", ""totalTimeSec"": 1403.2, ""impactSummary"": {""T1_shelves_atrisk"": 2, ""T2_shelves_fire"": 3, ""T3_shelves_fire"": 1, ""M3_shelves"": 1, ""X2_CO"": true}, ""maxDamageLevel"": ""Т3/М3"", ""humidity"": 36, ""temperature"": 22, ""extinguishersUsed"": 5}"
127;sim_1747527600000;5;0;Запуск #5;0.0;;system;;;"{""runNumber"": 5, ""strategy"": ""extinguisher"", ""humidity"": 37, ""temperature"": 21}"
128;sim_1747527600000;5;4;Задымление: начальный уровень (Т1);11.59;;event;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""smoke"", ""smokeDensity_pct"": 8.5, ""CO2_ppm"": 808, ""CO_ppm"": 5, ""description"": ""Эксплуатационные характеристики помещения сохраняются"", ""objectId"": ""object_1779051672543"", ""objectLabel"": ""Датчик дыма""}"
129;sim_1747527600000;5;5;Датчик дыма: возгорание обнаружено;15.06;;event;;;"{""impactCode"": ""Т1"", ""objectId"": ""object_1779051672543"", ""label"": ""Датчик дыма"", ""isActive"": true, ""smokeDensity_pct"": 14, ""CO2_ppm"": 950}"
130;sim_1747527600000;5;5;Мониторинг работы склада;15.56;15.0;action;;;"{""nodeId"": ""node_detect"", ""responsible"": ""Дежурный охранник"", ""parallel"": false, ""resultEventId"": 131}"
131;sim_1747527600000;5;6;Возгорание обнаружено;30.56;;event;;;"{""sourceNodeId"": ""node_detect"", ""resultEventId"": 131}"
132;sim_1747527600000;5;12;Задымление: критический уровень (Т2);40.56;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""smoke"", ""smokeDensity_pct"": 38.4, ""CO2_ppm"": 2633, ""CO_ppm"": 63, ""visibility_m"": 3.4, ""description"": ""Видимость снижена, персонал временно теряет ориентацию — эвакуация затруднена""}"
133;sim_1747527600000;5;9;Стеллаж 2 в зоне воздействия огня (Т1);38.56;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""intensity"": 1, ""temperature_C"": 55, ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
134;sim_1747527600000;5;7;Оповещение и эвакуация персонала;31.56;240.0;action;;135;"{""nodeId"": ""node_1779051773013"", ""responsible"": ""Дежурный охранник"", ""parallel"": true, ""resultEventId"": 135}"
135;sim_1747527600000;5;39;Персонал эвакуирован;271.56;;event;134;;"{""sourceNodeId"": ""node_1779051773013""}"
136;sim_1747527600000;5;14;Химическое воздействие продуктов горения (Х1);48.56;;event;;;"{""impactCode"": ""Х1"", ""impactType"": ""chemical"", ""factor"": ""combustion_products"", ""CO_ppm"": 38, ""CO2_ppm"": 2104, ""NOx_ppm"": 2, ""description"": ""Концентрация ниже опасного порога (CO<50 ppm). Характеристики сохраняются""}"
137;sim_1747527600000;5;16;Стеллаж 1 повреждён (Т2) — термическое воздействие;55.56;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 142, ""description"": ""Товар частично деформирован, восстановление возможно"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 5.5}}"
138;sim_1747527600000;5;8;Оценка пожара: риск распространения;33.56;45.0;action;;;"{""nodeId"": ""node_1779052090057"", ""responsible"": ""Начальник смены"", ""parallel"": false}"
139;sim_1747527600000;5;24;Стеллаж 3 повреждён (Т2);93.56;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672253543"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 3"", ""position"": {""x"": 430, ""y"": 580}, ""temperature_C"": 135, ""damageCause"": ""fire"", ""objectProperties"": {""material"": ""flammable"", ""load"": 80, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 12.0}}"
140;sim_1747527600000;5;26;Испарение ЛВЖ со стеллажа 3 — опасная концентрация паров (Х2);96.56;;event;;;"{""impactCode"": ""Х2"", ""impactType"": ""chemical"", ""factor"": ""flammable_vapors"", ""objectId"": ""object_1778672253543"", ""vapor_concentration_pct"": 2.13, ""LEL_pct"": 45.7, ""description"": ""Концентрация паров ЛВЖ в зоне нижнего предела взрываемости — временная потеря безопасности зоны""}"
141;sim_1747527600000;5;34;Стеллаж 3 разрушен (Т3/М3) — ВОСПЛАМЕНЕНИЕ ЛВЖ!;108.56;;object;;;"{""impactCode"": ""Т3/М3"", ""impactType"": ""thermal+chemical"", ""factor"": ""fire+flammable_liquid"", ""objectId"": ""object_1778672253543"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 3"", ""position"": {""x"": 430, ""y"": 580}, ""temperature_C"": 385, ""damageCause"": ""fire"", ""description"": ""Необратимое разрушение + вспышка ЛВЖ — резкое усиление пожара"", ""objectProperties"": {""material"": ""flammable"", ""load"": 80, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""destroyed"", ""currentDamage"": 100.0}}"
142;sim_1747527600000;5;36;Температура воздуха: критический уровень (Т2);111.56;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""air_temperature"", ""temperature_C"": 315, ""zone"": ""main_warehouse"", ""description"": ""Вспышка ЛВЖ резко подняла температуру — функциональность зоны временно утрачена""}"
143;sim_1747527600000;5;39;Концентрация CO: необратимо опасный уровень (Х3);114.56;;event;;;"{""impactCode"": ""Х3"", ""impactType"": ""chemical"", ""factor"": ""CO"", ""CO_ppm"": 1424, ""description"": ""CO >800 ppm — угроза жизни без СИЗОД. Зона необратимо непригодна без принудительного проветривания""}"
144;sim_1747527600000;5;49;Подготовка персонала к тушению;78.56;180.0;decision;;;"{""nodeId"": ""node_1779052868364"", ""responsible"": ""Начальник смены"", ""parallel"": false, ""decisionNodeName"": ""Оценка пожара: риск распространения""}"
145;sim_1747527600000;5;54;Дверь 1 (главный вход) в зоне воздействия огня (Т1);103.56;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672340955"", ""objectType"": ""fire_door"", ""label"": ""Дверь 1 (главный вход)"", ""position"": {""x"": 808, ""y"": 612}, ""temperature_C"": 85, ""objectProperties"": {""status"": ""at_risk"", ""fireRating"": 60, ""isOpen"": false}}"
146;sim_1747527600000;5;66;Дверь 1 (главный вход) деформирована (М2/Т2) — барьер ослаблен;118.56;;object;;;"{""impactCode"": ""М2/Т2"", ""impactType"": ""mechanical+thermal"", ""factor"": ""fire_deformation"", ""objectId"": ""object_1778672340955"", ""objectType"": ""fire_door"", ""label"": ""Дверь 1 (главный вход)"", ""position"": {""x"": 808, ""y"": 612}, ""temperature_C"": 234, ""description"": ""Дверь деформирована — временная потеря функции пожарного барьера"", ""objectProperties"": {""status"": ""damaged"", ""fireRating"": 60, ""isOpen"": false, ""temperature"": 234}}"
147;sim_1747527600000;5;79;Дверь 1 (главный вход) разрушена (М3/Т3) — маршрут к очагу перекрыт;133.56;;object;;;"{""impactCode"": ""М3/Т3"", ""impactType"": ""mechanical+thermal"", ""factor"": ""fire_destruction"", ""objectId"": ""object_1778672340955"", ""objectType"": ""fire_door"", ""label"": ""Дверь 1 (главный вход)"", ""position"": {""x"": 808, ""y"": 612}, ""temperature_C"": 410, ""description"": ""Необратимое разрушение двери — путь к очагу для пожарных перекрыт"", ""objectProperties"": {""status"": ""destroyed"", ""fireRating"": 60, ""isOpen"": false}}"
148;sim_1747527600000;5;82;Персонал получил огнетушители и приблизился к очагу;258.56;;event;;;"{""sourceNodeId"": ""node_1779052868364""}"
149;sim_1747527600000;5;84;ПРЕРЫВАНИЕ: Тушение огнетушителями — дверь заблокирована;260.56;;event;;;"{""impactCode"": ""М3"", ""nodeId"": ""node_1779053071950"", ""description"": ""startCondition не выполнено: Дверь 1 разрушена (М3/Т3) — путь к очагу перекрыт"", ""failedCondition"": ""object.object_1778672340955.isOpen == true"", ""actualValue"": ""destroyed"", ""objectId"": ""object_1778672340955"", ""objectLabel"": ""Дверь 1 (главный вход)""}"
150;sim_1747527600000;5;89;Стеллаж 1 разрушен (Т3), температура 280°C;263.56;;object;;;"{""impactCode"": ""Т3"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672180187"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 1"", ""position"": {""x"": 450, ""y"": 420}, ""temperature_C"": 280, ""damageCause"": ""fire"", ""objectProperties"": {""material"": ""mixed"", ""load"": 70, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""destroyed"", ""currentDamage"": 100.0}}"
151;sim_1747527600000;5;94;Стеллаж 2 повреждён (Т2), температура 320°C;273.56;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""temperature_C"": 320, ""damageCause"": ""fire"", ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 35.0}}"
152;sim_1747527600000;5;99;Стеллаж 4 повреждён (Т2), температура 360°C;283.56;;object;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672271234"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 4"", ""position"": {""x"": 600, ""y"": 580}, ""temperature_C"": 360, ""damageCause"": ""fire"", ""objectProperties"": {""material"": ""mixed"", ""load"": 75, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""damaged"", ""currentDamage"": 45.0}}"
153;sim_1747527600000;5;124;Завершение запуска #5;293.56;;system;;;"{""runNumber"": 5, ""outcome"": ""failure"", ""strategy"": ""extinguisher"", ""totalTimeSec"": 293.6, ""impactSummary"": {""T1_door"": 1, ""T2_shelves_fire"": 2, ""T3_shelves_fire"": 2, ""M2_door"": 1, ""M3_door"": 1, ""X2_vapors"": 1, ""X3_CO"": 1}, ""maxDamageLevel"": ""Т3/М3/Х3"", ""failReason"": ""Дверь 1 разрушена — путь к очагу перекрыт для пожарных"", ""humidity"": 37, ""temperature"": 21}"
154;sim_1747527600000;6;0;Запуск #6;0.0;;system;;;"{""runNumber"": 6, ""strategy"": ""extinguisher"", ""humidity"": 40, ""temperature"": 20}"
155;sim_1747527600000;6;4;Задымление: начальный уровень (Т1);11.56;;event;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""smoke"", ""smokeDensity_pct"": 5.8, ""CO2_ppm"": 881, ""CO_ppm"": 15, ""description"": ""Эксплуатационные характеристики помещения сохраняются"", ""objectId"": ""object_1779051672543"", ""objectLabel"": ""Датчик дыма""}"
156;sim_1747527600000;6;5;Датчик дыма: возгорание обнаружено;16.07;;event;;;"{""impactCode"": ""Т1"", ""objectId"": ""object_1779051672543"", ""label"": ""Датчик дыма"", ""isActive"": true, ""smokeDensity_pct"": 14, ""CO2_ppm"": 950}"
157;sim_1747527600000;6;5;Мониторинг работы склада;16.57;15.0;action;;;"{""nodeId"": ""node_detect"", ""responsible"": ""Дежурный охранник"", ""parallel"": false, ""resultEventId"": 158}"
158;sim_1747527600000;6;6;Возгорание обнаружено;31.57;;event;;;"{""sourceNodeId"": ""node_detect"", ""resultEventId"": 158}"
159;sim_1747527600000;6;12;Задымление: критический уровень (Т2);41.57;;event;;;"{""impactCode"": ""Т2"", ""impactType"": ""thermal"", ""factor"": ""smoke"", ""smokeDensity_pct"": 39.2, ""CO2_ppm"": 3198, ""CO_ppm"": 68, ""visibility_m"": 3.6, ""description"": ""Видимость снижена, персонал временно теряет ориентацию — эвакуация затруднена""}"
160;sim_1747527600000;6;9;Стеллаж 2 в зоне воздействия огня (Т1);39.57;;object;;;"{""impactCode"": ""Т1"", ""impactType"": ""thermal"", ""factor"": ""fire"", ""objectId"": ""object_1778672220634"", ""objectType"": ""shelf"", ""label"": ""Стеллаж 2"", ""position"": {""x"": 620, ""y"": 390}, ""intensity"": 1, ""temperature_C"": 55, ""objectProperties"": {""material"": ""mixed"", ""load"": 65, ""damageThresholdT2"": 80, ""damageThresholdT3"": 250, ""isWet"": false, ""status"": ""at_risk"", ""currentDamage"": 0}}"
161;sim_1747527600000;6;7;Оповещение и эвакуация персонала;32.57;240.0;action;;162;"{""nodeId"": ""node_1779051773013"", ""responsible"": ""Дежурный охранник"", ""parallel"": true, ""resultEventId"": 162}"
162;sim_1747527600000;6;39;Персонал эвакуирован;272.57;;event;161;;"{""sourceNodeId"": ""node_1779051773013""}"
